hybam,hybam,hybam,hybam,hybam,hybam,grdc,grdc,grdc,grdc,grdc,,,,,
id_station,nom,date,valeur,origine,qualite,YYYY-MM-DD,hh:mm, Original, Calculated, Flag,DATE,,ERROR,,
17050001,Obidos,16/01/2001 00:00,"134400,0",L,,2001-01-01,--:--,-999,"131942,8",100,16/01/2001 00:00,"2457,2","1,83%",,
17050001,Obidos,16/02/2001 00:00,"168800,0",L,,2001-02-01,--:--,-999,"168334,2",100,16/02/2001 00:00,"465,8","0,28%",,
17050001,Obidos,16/03/2001 00:00,"202000,0",L,,2001-03-01,--:--,-999,"195429,7",100,16/03/2001 00:00,"6570,3","3,25%",,
17050001,Obidos,16/04/2001 00:00,"236400,0",L,,2001-04-01,--:--,-999,"218934,8",100,16/04/2001 00:00,"17465,2","7,39%",,
17050001,Obidos,16/05/2001 00:00,"246300,0",L,,2001-05-01,--:--,-999,"225291,6",100,16/05/2001 00:00,"21008,4","8,53%",,
17050001,Obidos,16/06/2001 00:00,"242200,0",L,,2001-06-01,--:--,-999,"222683,3",100,16/06/2001 00:00,"19516,7","8,06%",,
17050001,Obidos,16/07/2001 00:00,"226300,0",L,,2001-07-01,--:--,-999,"212124,7",100,16/07/2001 00:00,"14175,3","6,26%",,
17050001,Obidos,16/08/2001 00:00,"190000,0",L,,2001-08-01,--:--,-999,"186212,1",100,16/08/2001 00:00,"3787,9","1,99%",,
17050001,Obidos,16/09/2001 00:00,"147700,0",L,,2001-09-01,--:--,-999,"146360,9",100,16/09/2001 00:00,"1339,1","0,91%",,
17050001,Obidos,16/10/2001 00:00,"108200,0",L,,2001-10-01,--:--,-999,"104969,1",100,16/10/2001 00:00,"3230,9","2,99%",,
17050001,Obidos,16/11/2001 00:00,"93670,0",L,,2001-11-01,--:--,-999,"90676,0",100,16/11/2001 00:00,"2994,0","3,20%",,
17050001,Obidos,16/12/2001 00:00,"107700,0",L,,2001-12-01,--:--,-999,"104055,1",100,16/12/2001 00:00,"3644,9","3,38%",,
17050001,Obidos,16/01/2002 00:00,"145600,0",L,,2002-01-01,--:--,-999,"143649,4",100,16/01/2002 00:00,"1950,6","1,34%",,
17050001,Obidos,16/02/2002 00:00,"159400,0",L,,2002-02-01,--:--,-999,"158893,5",100,16/02/2002 00:00,"506,5","0,32%",,
17050001,Obidos,16/03/2002 00:00,"186300,0",L,,2002-03-01,--:--,-999,"183255,5",100,16/03/2002 00:00,"3044,5","1,63%",,
17050001,Obidos,16/04/2002 00:00,"214100,0",L,,2002-04-01,--:--,-999,"203689,2",100,16/04/2002 00:00,"10410,8","4,86%",,
17050001,Obidos,16/05/2002 00:00,"232300,0",L,,2002-05-01,--:--,-999,"216142,0",100,16/05/2002 00:00,"16158,0","6,96%",,
17050001,Obidos,16/06/2002 00:00,"241600,0",L,,2002-06-01,--:--,-999,"222286,9",100,16/06/2002 00:00,"19313,1","7,99%",,
17050001,Obidos,16/07/2002 00:00,"234300,0",L,,2002-07-01,--:--,-999,"217530,3",100,16/07/2002 00:00,"16769,7","7,16%",,
17050001,Obidos,16/08/2002 00:00,"208300,0",L,,2002-08-01,--:--,-999,"199831,9",100,16/08/2002 00:00,"8468,1","4,07%",,
17050001,Obidos,16/09/2002 00:00,"168700,0",L,,2002-09-01,--:--,-999,"167808,0",100,16/09/2002 00:00,"892,0","0,53%",,
17050001,Obidos,16/10/2002 00:00,"121400,0",L,,2002-10-01,--:--,-999,"118513,6",100,16/10/2002 00:00,"2886,4","2,38%",,
17050001,Obidos,16/11/2002 00:00,"101400,0",L,,2002-11-01,--:--,-999,"98215,7",100,16/11/2002 00:00,"3184,3","3,14%",,
17050001,Obidos,16/12/2002 00:00,"121100,0",L,,2002-12-01,--:--,-999,"117836,5",100,16/12/2002 00:00,"3263,5","2,69%",,
17050001,Obidos,16/01/2003 00:00,"139600,0",L,,2003-01-01,--:--,-999,"137618,7",100,16/01/2003 00:00,"1981,3","1,42%",,
17050001,Obidos,16/02/2003 00:00,"153800,0",L,,2003-02-01,--:--,-999,"153168,0",100,16/02/2003 00:00,"632,0","0,41%",,
17050001,Obidos,16/03/2003 00:00,"169900,0",L,,2003-03-01,--:--,-999,"169645,8",100,16/03/2003 00:00,"254,2","0,15%",,
17050001,Obidos,16/04/2003 00:00,"202000,0",L,,2003-04-01,--:--,-999,"195367,2",100,16/04/2003 00:00,"6632,8","3,28%",,
17050001,Obidos,16/05/2003 00:00,"226100,0",L,,2003-05-01,--:--,-999,"212205,8",100,16/05/2003 00:00,"13894,2","6,15%",,
17050001,Obidos,16/06/2003 00:00,"230400,0",L,,2003-06-01,--:--,-999,"214964,0",100,16/06/2003 00:00,"15436,0","6,70%",,
17050001,Obidos,16/07/2003 00:00,"220500,0",L,,2003-07-01,--:--,-999,"208432,5",100,16/07/2003 00:00,"12067,5","5,47%",,
17050001,Obidos,16/08/2003 00:00,"197800,0",L,,2003-08-01,--:--,-999,"192303,3",100,16/08/2003 00:00,"5496,7","2,78%",,
17050001,Obidos,16/09/2003 00:00,"163700,0",L,,2003-09-01,--:--,-999,"163007,4",100,16/09/2003 00:00,"692,6","0,42%",,
17050001,Obidos,16/10/2003 00:00,"122200,0",L,,2003-10-01,--:--,-999,"119053,7",100,16/10/2003 00:00,"3146,3","2,57%",,
17050001,Obidos,16/11/2003 00:00,"108200,0",L,,2003-11-01,--:--,-999,"104878,3",100,16/11/2003 00:00,"3321,7","3,07%",,
17050001,Obidos,16/12/2003 00:00,"110400,0",L,,2003-12-01,--:--,-999,"106985,6",100,16/12/2003 00:00,"3414,4","3,09%",,
17050001,Obidos,16/01/2004 00:00,"129700,0",L,,2004-01-01,--:--,-999,"127021,2",100,16/01/2004 00:00,"2678,8","2,07%",,
17050001,Obidos,16/02/2004 00:00,"156700,0",L,,2004-02-01,--:--,-999,"156280,1",100,16/02/2004 00:00,"419,9","0,27%",,
17050001,Obidos,16/03/2004 00:00,"176600,0",L,,2004-03-01,--:--,-999,"175425,2",100,16/03/2004 00:00,"1174,8","0,67%",,
17050001,Obidos,16/04/2004 00:00,"205800,0",L,,2004-04-01,--:--,-999,"198193,2",100,16/04/2004 00:00,"7606,8","3,70%",,
17050001,Obidos,16/05/2004 00:00,"222200,0",L,,2004-05-01,--:--,-999,"209576,2",100,16/05/2004 00:00,"12623,8","5,68%",,
17050001,Obidos,16/06/2004 00:00,"214700,0",L,,2004-06-01,--:--,-999,"204456,3",100,16/06/2004 00:00,"10243,7","4,77%",,
17050001,Obidos,16/07/2004 00:00,"196300,0",L,,2004-07-01,--:--,-999,"191269,5",100,16/07/2004 00:00,"5030,5","2,56%",,
17050001,Obidos,16/08/2004 00:00,"174600,0",L,,2004-08-01,--:--,-999,"173754,4",100,16/08/2004 00:00,"845,6","0,48%",,
17050001,Obidos,16/09/2004 00:00,"147300,0",L,,2004-09-01,--:--,-999,"145934,5",100,16/09/2004 00:00,"1365,5","0,93%",,
17050001,Obidos,16/10/2004 00:00,"120900,0",L,,2004-10-01,--:--,-999,"117544,1",100,16/10/2004 00:00,"3355,9","2,78%",,
17050001,Obidos,16/11/2004 00:00,"109300,0",L,,2004-11-01,--:--,-999,"105943,0",100,16/11/2004 00:00,"3357,0","3,07%",,
17050001,Obidos,16/12/2004 00:00,"117800,0",L,,2004-12-01,--:--,-999,"114438,3",100,16/12/2004 00:00,"3361,7","2,85%",,
17050001,Obidos,16/01/2005 00:00,"135700,0",L,,2005-01-01,--:--,-999,"133292,0",100,16/01/2005 00:00,"2408,0","1,77%",,
17050001,Obidos,16/02/2005 00:00,"151100,0",L,,2005-02-01,--:--,-999,"150195,4",100,16/02/2005 00:00,"904,6","0,60%",,
17050001,Obidos,16/03/2005 00:00,"191500,0",L,,2005-03-01,--:--,-999,"187138,5",100,16/03/2005 00:00,"4361,5","2,28%",,
17050001,Obidos,16/04/2005 00:00,"229600,0",L,,2005-04-01,--:--,-999,"214503,4",100,16/04/2005 00:00,"15096,6","6,58%",,
17050001,Obidos,16/05/2005 00:00,"244500,0",L,,2005-05-01,--:--,-999,"224148,0",100,16/05/2005 00:00,"20352,0","8,32%",,
17050001,Obidos,16/06/2005 00:00,"233300,0",L,,2005-06-01,--:--,-999,"216783,9",100,16/06/2005 00:00,"16516,1","7,08%",,
17050001,Obidos,16/07/2005 00:00,"203800,0",L,,2005-07-01,--:--,-999,"196669,3",100,16/07/2005 00:00,"7130,7","3,50%",,
17050001,Obidos,16/08/2005 00:00,"159500,0",L,,2005-08-01,--:--,-999,"158472,1",100,16/08/2005 00:00,"1027,9","0,64%",,
17050001,Obidos,16/09/2005 00:00,"108700,0",L,,2005-09-01,--:--,-999,"105488,9",100,16/09/2005 00:00,"3211,1","2,95%",,
17050001,Obidos,16/10/2005 01:00,"79480,0",L,,2005-10-01,--:--,-999,"76012,4",100,16/10/2005 01:00,"3467,6","4,36%",,
17050001,Obidos,16/11/2005 00:00,"87900,0",L,,2005-11-01,--:--,-999,"84954,1",100,16/11/2005 00:00,"2945,9","3,35%",,
17050001,Obidos,16/12/2005 00:00,"115000,0",L,,2005-12-01,--:--,-999,"111752,8",100,16/12/2005 00:00,"3247,2","2,82%",,
17050001,Obidos,16/01/2006 00:00,"147700,0",L,,2006-01-01,--:--,-999,"146497,0",100,16/01/2006 00:00,"1203,0","0,81%",,
17050001,Obidos,16/02/2006 00:00,"181300,0",L,,2006-02-01,--:--,-999,"179251,8",100,16/02/2006 00:00,"2048,2","1,13%",,
17050001,Obidos,16/03/2006 00:00,"222100,0",L,,2006-03-01,--:--,-999,"209490,4",100,16/03/2006 00:00,"12609,6","5,68%",,
17050001,Obidos,16/04/2006 00:00,"245700,0",L,,2006-04-01,--:--,-999,"224882,6",100,16/04/2006 00:00,"20817,4","8,47%",,
17050001,Obidos,16/05/2006 00:00,"271400,0",L,,2006-05-01,--:--,-999,"240950,1",100,16/05/2006 00:00,"30449,9","11,22%",,
17050001,Obidos,16/06/2006 00:00,"268500,0",L,,2006-06-01,--:--,-999,"239117,7",100,16/06/2006 00:00,"29382,3","10,94%",,
17050001,Obidos,16/07/2006 00:00,"236300,0",L,,2006-07-01,--:--,-999,"218771,2",100,16/07/2006 00:00,"17528,8","7,42%",,
17050001,Obidos,16/08/2006 00:00,"188200,0",R,,2006-08-01,--:--,-999,"184523,3",100,16/08/2006 00:00,"3676,7","1,95%",,
17050001,Obidos,16/09/2006 00:00,"136900,0",L,,2006-09-01,--:--,-999,"134626,7",100,16/09/2006 00:00,"2273,3","1,66%",,
17050001,Obidos,16/10/2006 00:00,"97820,0",L,,2006-10-01,--:--,-999,"94755,0",100,16/10/2006 00:00,"3065,0","3,13%",,
17050001,Obidos,16/11/2006 00:00,"97090,0",L,,2006-11-01,--:--,-999,"94099,0",100,16/11/2006 00:00,"2991,0","3,08%",,
17050001,Obidos,16/12/2006 00:00,"121200,0",L,,2006-12-01,--:--,-999,"118041,4",100,16/12/2006 00:00,"3158,6","2,61%",,
17050001,Obidos,16/01/2007 00:00,"146400,0",L,,2007-01-01,--:--,-999,"145041,8",100,16/01/2007 00:00,"1358,2","0,93%",,
17050001,Obidos,16/02/2007 00:00,"168300,0",L,,2007-02-01,--:--,-999,"168112,7",100,16/02/2007 00:00,"187,3","0,11%",,
17050001,Obidos,16/03/2007 00:00,"185800,0",L,,2007-03-01,--:--,-999,"183245,3",100,16/03/2007 00:00,"2554,7","1,37%",,
17050001,Obidos,16/04/2007 00:00,"208500,0",L,,2007-04-01,--:--,-999,"200068,2",100,16/04/2007 00:00,"8431,8","4,04%",,
17050001,Obidos,16/05/2007 00:00,"237300,0",L,,2007-05-01,--:--,-999,"219549,0",100,16/05/2007 00:00,"17751,0","7,48%",,
17050001,Obidos,16/06/2007 00:00,"246300,0",L,,2007-06-01,--:--,-999,"225289,7",100,16/06/2007 00:00,"21010,3","8,53%",,
17050001,Obidos,16/07/2007 00:00,"227700,0",L,,2007-07-01,--:--,-999,"213171,3",100,16/07/2007 00:00,"14528,7","6,38%",,
17050001,Obidos,16/08/2007 00:00,"194900,0",L,,2007-08-01,--:--,-999,"189911,3",100,16/08/2007 00:00,"4988,7","2,56%",,
17050001,Obidos,16/09/2007 00:00,"144300,0",L,,2007-09-01,--:--,-999,"142565,2",100,16/09/2007 00:00,"1734,8","1,20%",,
17050001,Obidos,16/10/2007 00:00,"103900,0",L,,2007-10-01,--:--,-999,"100609,6",100,16/10/2007 00:00,"3290,4","3,17%",,
17050001,Obidos,16/11/2007 00:00,"101900,0",L,,2007-11-01,--:--,-999,"98733,6",100,16/11/2007 00:00,"3166,4","3,11%",,
17050001,Obidos,16/12/2007 00:00,"121900,0",L,,2007-12-01,--:--,-999,"118803,6",100,16/12/2007 00:00,"3096,4","2,54%",,
17050001,Obidos,16/01/2008 00:00,"164900,0",L,,2008-01-01,--:--,-999,"149988,9",100,16/01/2008 00:00,"14911,1","9,04%",,
17050001,Obidos,16/02/2008 00:00,"196300,0",L,,2008-02-01,--:--,-999,"182777,0",100,16/02/2008 00:00,"13523,0","6,89%",,
17050001,Obidos,16/03/2008 00:00,"225000,0",L,,2008-03-01,--:--,-999,"209258,5",100,16/03/2008 00:00,"15741,5","7,00%",,
17050001,Obidos,16/04/2008 00:00,"238500,0",L,,2008-04-01,--:--,-999,"227441,5",100,16/04/2008 00:00,"11058,5","4,64%",,
17050001,Obidos,16/05/2008 00:00,"246100,0",L,,2008-05-01,--:--,-999,"236454,4",100,16/05/2008 00:00,"9645,6","3,92%",,
17050001,Obidos,16/06/2008 00:00,"254800,0",R,,2008-06-01,--:--,-999,"236908,7",100,16/06/2008 00:00,"17891,3","7,02%",,
17050001,Obidos,16/07/2008 00:00,"253600,0",R,,2008-07-01,--:--,-999,"221866,2",100,16/07/2008 00:00,"31733,8","12,51%",,
17050001,Obidos,16/08/2008 00:00,"221400,0",L,,2008-08-01,--:--,-999,"191587,0",100,16/08/2008 00:00,"29813,0","13,47%",,
17050001,Obidos,16/09/2008 00:00,"158900,0",L,,2008-09-01,--:--,-999,"144832,7",100,16/09/2008 00:00,"14067,3","8,85%",,
17050001,Obidos,16/10/2008 00:00,"111900,0",L,,2008-10-01,--:--,-999,"107532,5",100,16/10/2008 00:00,"4367,5","3,90%",,
17050001,Obidos,16/11/2008 00:00,"107600,0",L,,2008-11-01,--:--,-999,"107259,6",100,16/11/2008 00:00,"340,4","0,32%",,
17050001,Obidos,16/12/2008 00:00,"134400,0",L,,2008-12-01,--:--,-999,"126340,9",100,16/12/2008 00:00,"8059,1","6,00%",,
17050001,Obidos,16/01/2009 00:00,"178000,0",L,,2009-01-01,--:--,-999,"158028,4",100,16/01/2009 00:00,"19971,6","11,22%",,
17050001,Obidos,16/02/2009 00:00,"211600,0",L,,2009-02-01,--:--,-999,"192246,5",100,16/02/2009 00:00,"19353,5","9,15%",,
17050001,Obidos,16/03/2009 00:00,"238800,0",L,,2009-03-01,--:--,-999,"223244,3",100,16/03/2009 00:00,"15555,7","6,51%",,
17050001,Obidos,16/04/2009 00:00,"242600,0",L,,2009-04-01,--:--,-999,"242856,8",100,16/04/2009 00:00,"256,8","0,11%",,
17050001,Obidos,16/05/2009 00:00,"241200,0",L,,2009-05-01,--:--,-999,"255950,2",100,16/05/2009 00:00,"14750,2","6,12%",,
17050001,Obidos,16/06/2009 00:00,"248700,0",L,,2009-06-01,--:--,-999,"255416,1",100,16/06/2009 00:00,"6716,1","2,70%",,
17050001,Obidos,16/07/2009 00:00,"256500,0",L,,2009-07-01,--:--,-999,"244155,9",100,16/07/2009 00:00,"12344,1","4,81%",,
17050001,Obidos,16/08/2009 00:00,"254600,0",L,,2009-08-01,--:--,-999,"219998,4",100,16/08/2009 00:00,"34601,6","13,59%",,
17050001,Obidos,16/09/2009 00:00,"202400,0",L,,2009-09-01,--:--,-999,"177794,3",100,16/09/2009 00:00,"24605,7","12,16%",,
17050001,Obidos,16/10/2009 00:00,"122200,0",L,,2009-10-01,--:--,-999,"116084,0",100,16/10/2009 00:00,"6116,0","5,00%",,
17050001,Obidos,16/11/2009 00:00,"89640,0",L,,2009-11-01,--:--,-999,"92100,4",100,16/11/2009 00:00,"2460,4","2,74%",,
17050001,Obidos,16/12/2009 00:00,"94390,0",L,,2009-12-01,--:--,-999,"95935,1",100,16/12/2009 00:00,"1545,1","1,64%",,
17050001,Obidos,16/01/2010 00:00,"142500,0",L,,2010-01-01,--:--,-999,"136007,3",100,16/01/2010 00:00,"6492,7","4,56%",,
17050001,Obidos,16/02/2010 00:00,"166300,0",L,,2010-02-01,--:--,-999,"161130,6",100,16/02/2010 00:00,"5169,4","3,11%",,
17050001,Obidos,16/03/2010 00:00,"183000,0",L,,2010-03-01,--:--,-999,"175584,5",100,16/03/2010 00:00,"7415,5","4,05%",,
17050001,Obidos,16/04/2010 00:00,"218200,0",L,,2010-04-01,--:--,-999,"200825,9",100,16/04/2010 00:00,"17374,1","7,96%",,
17050001,Obidos,16/05/2010 00:00,"249800,0",L,,2010-05-01,--:--,-999,"221364,3",100,16/05/2010 00:00,"28435,7","11,38%",,
17050001,Obidos,16/06/2010 00:00,"252800,0",L,,2010-06-01,--:--,-999,"221063,0",100,16/06/2010 00:00,"31737,0","12,55%",,
17050001,Obidos,16/07/2010 00:00,"239100,0",L,,2010-07-01,--:--,-999,"203776,5",100,16/07/2010 00:00,"35323,5","14,77%",,
17050001,Obidos,16/08/2010 00:00,"195800,0",L,,2010-08-01,--:--,-999,"173701,0",100,16/08/2010 00:00,"22099,0","11,29%",,
17050001,Obidos,16/09/2010 00:00,"123500,0",L,,2010-09-01,--:--,-999,"116984,8",100,16/09/2010 00:00,"6515,2","5,28%",,
17050001,Obidos,16/10/2010 00:00,"66220,0",L,,2010-10-01,--:--,-999,"81910,3",100,16/10/2010 00:00,"15690,3","23,69%",,
17050001,Obidos,16/11/2010 00:00,"61870,0",L,,2010-11-01,--:--,-999,"78864,2",100,16/11/2010 00:00,"16994,2","27,47%",,
17050001,Obidos,16/12/2010 00:00,"92690,0",L,,2010-12-01,--:--,-999,"94128,5",100,16/12/2010 00:00,"1438,5","1,55%",,
17050001,Obidos,16/01/2011 00:00,"122600,0",L,,2011-01-01,--:--,-999,"119044,3",100,16/01/2011 00:00,"3555,7","2,90%",,
17050001,Obidos,16/02/2011 00:00,"156700,0",L,,2011-02-01,--:--,-999,"153668,5",100,16/02/2011 00:00,"3031,5","1,93%",,
17050001,Obidos,16/03/2011 00:00,"194900,0",L,,2011-03-01,--:--,-999,"187756,9",100,16/03/2011 00:00,"7143,1","3,67%",,
17050001,Obidos,16/04/2011 00:00,"227800,0",L,,2011-04-01,--:--,-999,"217065,2",100,16/04/2011 00:00,"10734,8","4,71%",,
17050001,Obidos,16/05/2011 00:00,"244800,0",L,,2011-05-01,--:--,-999,"234324,7",100,16/05/2011 00:00,"10475,3","4,28%",,
17050001,Obidos,16/06/2011 00:00,"255100,0",L,,2011-06-01,--:--,-999,"234512,5",100,16/06/2011 00:00,"20587,5","8,07%",,
17050001,Obidos,16/07/2011 00:00,"253500,0",L,,2011-07-01,--:--,-999,"220514,4",100,16/07/2011 00:00,"32985,6","13,01%",,
17050001,Obidos,16/08/2011 00:00,"222300,0",L,,2011-08-01,--:--,-999,"192700,9",100,16/08/2011 00:00,"29599,1","13,31%",,
17050001,Obidos,16/09/2011 00:00,"145400,0",L,,2011-09-01,--:--,-999,"137087,9",100,16/09/2011 00:00,"8312,1","5,72%",,
17050001,Obidos,16/10/2011 00:00,"90240,0",L,,2011-10-01,--:--,-999,"91972,2",100,16/10/2011 00:00,"1732,2","1,92%",,
17050001,Obidos,16/11/2011 00:00,"91990,0",L,,2011-11-01,--:--,-999,"94724,0",100,16/11/2011 00:00,"2734,0","2,97%",,
17050001,Obidos,16/12/2011 00:00,"109700,0",L,,2011-12-01,--:--,-999,"107232,1",100,16/12/2011 00:00,"2467,9","2,25%",,
17050001,Obidos,16/01/2012 00:00,"150900,0",L,,2012-01-01,--:--,-999,"144029,5",100,16/01/2012 00:00,"6870,5","4,55%",,
17050001,Obidos,16/02/2012 00:00,"195900,0",L,,2012-02-01,--:--,-999,"188654,3",100,16/02/2012 00:00,"7245,7","3,70%",,
17050001,Obidos,16/03/2012 00:00,"231000,0",L,,2012-03-01,--:--,-999,"222964,8",100,16/03/2012 00:00,"8035,2","3,48%",,
17050001,Obidos,16/04/2012 00:00,"240200,0",L,,2012-04-01,--:--,-999,"241543,4",100,16/04/2012 00:00,"1343,4","0,56%",,
17050001,Obidos,16/05/2012 00:00,"247600,0",L,,2012-05-01,--:--,-999,"251642,9",100,16/05/2012 00:00,"4042,9","1,63%",,
17050001,Obidos,16/06/2012 00:00,"254500,0",L,,2012-06-01,--:--,-999,"244342,6",100,16/06/2012 00:00,"10157,4","3,99%",,
17050001,Obidos,16/07/2012 00:00,"258300,0",L,,2012-07-01,--:--,-999,"227559,9",100,16/07/2012 00:00,"30740,1","11,90%",,
17050001,Obidos,16/08/2012 00:00,"231200,0",L,,2012-08-01,--:--,-999,"199560,7",100,16/08/2012 00:00,"31639,3","13,68%",,
17050001,Obidos,16/09/2012 00:00,"157100,0",L,,2012-09-01,--:--,-999,"145301,1",100,16/09/2012 00:00,"11798,9","7,51%",,
17050001,Obidos,16/10/2012 00:00,"93460,0",L,,2012-10-01,--:--,-999,"95172,6",100,16/10/2012 00:00,"1712,6","1,83%",,
17050001,Obidos,16/11/2012 00:00,"80860,0",L,,2012-11-01,--:--,-999,"85281,7",100,16/11/2012 00:00,"4421,7","5,47%",,
17050001,Obidos,16/12/2012 00:00,"90490,0",L,,2012-12-01,--:--,-999,"94149,0",100,16/12/2012 00:00,"3659,0","4,04%",,
17050001,Obidos,16/01/2013 00:00,"133600,0",L,,2013-01-01,--:--,-999,"127927,4",100,16/01/2013 00:00,"5672,6","4,25%",,
17050001,Obidos,16/02/2013 00:00,"168000,0",L,,2013-02-01,--:--,-999,"166479,3",100,16/02/2013 00:00,"1520,7","0,91%",,
17050001,Obidos,16/03/2013 00:00,"213100,0",L,,2013-03-01,--:--,-999,"203900,1",100,16/03/2013 00:00,"9199,9","4,32%",,
17050001,Obidos,16/04/2013 00:00,"233400,0",L,,2013-04-01,--:--,-999,"230026,3",100,16/04/2013 00:00,"3373,7","1,45%",,
17050001,Obidos,16/05/2013 00:00,"242300,0",L,,2013-05-01,--:--,-999,"243734,8",100,16/05/2013 00:00,"1434,8","0,59%",,
17050001,Obidos,16/06/2013 00:00,"252500,0",L,,2013-06-01,--:--,-999,"241498,8",100,16/06/2013 00:00,"11001,2","4,36%",,
17050001,Obidos,16/07/2013 00:00,"254000,0",L,,2013-07-01,--:--,-999,"225936,2",100,16/07/2013 00:00,"28063,8","11,05%",,
17050001,Obidos,16/08/2013 00:00,"229600,0",L,,2013-08-01,--:--,-999,"200781,4",100,16/08/2013 00:00,"28818,6","12,55%",,
17050001,Obidos,16/09/2013 00:00,"187300,0",L,,2013-09-01,--:--,-999,"169938,5",100,16/09/2013 00:00,"17361,5","9,27%",,
17050001,Obidos,16/10/2013 00:00,"138700,0",L,,2013-10-01,--:--,-999,"129439,3",100,16/10/2013 00:00,"9260,7","6,68%",,
17050001,Obidos,16/11/2013 00:00,"121500,0",L,,2013-11-01,--:--,-999,"116130,9",100,16/11/2013 00:00,"5369,1","4,42%",,
17050001,Obidos,16/12/2013 00:00,"140900,0",L,,2013-12-01,--:--,-999,"133775,9",100,16/12/2013 00:00,"7124,1","5,06%",,
17050001,Obidos,16/01/2014 00:00,"161400,0",L,,2014-01-01,--:--,-999,"156076,3",100,16/01/2014 00:00,"5323,7","3,30%",,
17050001,Obidos,16/02/2014 00:00,"181800,0",L,,2014-02-01,--:--,-999,"179695,4",100,16/02/2014 00:00,"2104,6","1,16%",,
17050001,Obidos,16/03/2014 00:00,"212100,0",L,,2014-03-01,--:--,-999,"211783,0",100,16/03/2014 00:00,"317,0","0,15%",,
17050001,Obidos,16/04/2014 00:00,"229700,0",L,,2014-04-01,--:--,-999,"237989,9",100,16/04/2014 00:00,"8289,9","3,61%",,
17050001,Obidos,16/05/2014 00:00,"237900,0",L,,2014-05-01,--:--,-999,"251361,8",100,16/05/2014 00:00,"13461,8","5,66%",,
17050001,Obidos,16/06/2014 00:00,"245300,0",L,,2014-06-01,--:--,-999,"250293,6",100,16/06/2014 00:00,"4993,6","2,04%",,
17050001,Obidos,16/07/2014 00:00,"250200,0",L,,2014-07-01,--:--,-999,"239984,3",100,16/07/2014 00:00,"10215,7","4,08%",,
17050001,Obidos,16/08/2014 00:00,"245600,0",L,,2014-08-01,--:--,-999,"219937,9",100,16/08/2014 00:00,"25662,1","10,45%",,
17050001,Obidos,16/09/2014 00:00,"201600,0",L,,2014-09-01,--:--,-999,"183240,3",100,16/09/2014 00:00,"18359,7","9,11%",,
17050001,Obidos,16/10/2014 00:00,"142100,0",L,,2014-10-01,--:--,-999,"134109,1",100,16/10/2014 00:00,"7990,9","5,62%",,
17050001,Obidos,16/11/2014 00:00,"119500,0",L,,2014-11-01,--:--,-999,"114898,2",100,16/11/2014 00:00,"4601,8","3,85%",,
17050001,Obidos,16/12/2014 00:00,"133400,0",L,,2014-12-01,--:--,-999,"127115,5",100,16/12/2014 00:00,"6284,5","4,71%",,
17050001,Obidos,16/01/2015 00:00,"152000,0",L,,2015-01-01,--:--,-999,"143713,6",100,16/01/2015 00:00,"8286,4","5,45%",,
17050001,Obidos,16/02/2015 00:00,"179400,0",L,,2015-02-01,--:--,-999,"173118,2",100,16/02/2015 00:00,"6281,8","3,50%",,
17050001,Obidos,16/03/2015 00:00,"210500,0",L,,2015-03-01,--:--,-999,"204811,2",100,16/03/2015 00:00,"5688,8","2,70%",,
17050001,Obidos,16/04/2015 00:00,"232400,0",L,,2015-04-01,--:--,-999,"237418,4",100,16/04/2015 00:00,"5018,4","2,16%",,
17050001,Obidos,16/05/2015 00:00,"239600,0",L,,2015-05-01,--:--,-999,"259261,1",100,16/05/2015 00:00,"19661,1","8,21%",,
17050001,Obidos,16/06/2015 00:00,"246200,0",L,,2015-06-01,--:--,-999,"262467,8",100,16/06/2015 00:00,"16267,8","6,61%",,
17050001,Obidos,16/07/2015 00:00,"250200,0",L,,2015-07-01,--:--,-999,"251044,3",100,16/07/2015 00:00,"844,3","0,34%",,
17050001,Obidos,16/08/2015 00:00,"244400,0",L,,2015-08-01,--:--,-999,"227506,9",100,16/08/2015 00:00,"16893,1","6,91%",,
17050001,Obidos,16/09/2015 00:00,"204500,0",L,,2015-09-01,--:--,-999,"187747,4",100,16/09/2015 00:00,"16752,6","8,19%",,
17050001,Obidos,16/10/2015 00:00,"118400,0",L,,2015-10-01,--:--,-999,"116030,9",100,16/10/2015 00:00,"2369,1","2,00%",,
17050001,Obidos,16/11/2015 00:00,"77580,0",L,,2015-11-01,--:--,-999,"83639,7",100,16/11/2015 00:00,"6059,7","7,81%",,
17050001,Obidos,16/12/2015 00:00,"83860,0",L,,2015-12-01,--:--,-999,"87815,9",100,16/12/2015 00:00,"3955,9","4,72%",,
17050001,Obidos,16/01/2016 00:00,"104600,0",L,,2016-01-01,--:--,-999,"102771,1",100,16/01/2016 00:00,"1828,9","1,75%",,
17050001,Obidos,16/02/2016 00:00,"123200,0",L,,2016-02-01,--:--,-999,"118814,4",100,16/02/2016 00:00,"4385,6","3,56%",,
17050001,Obidos,16/03/2016 00:00,"148400,0",L,,2016-03-01,--:--,-999,"140583,6",100,16/03/2016 00:00,"7816,4","5,27%",,
17050001,Obidos,16/04/2016 00:00,"189000,0",L,,2016-04-01,--:--,-999,"182419,1",100,16/04/2016 00:00,"6580,9","3,48%",,
17050001,Obidos,16/05/2016 00:00,"216200,0",L,,2016-05-01,--:--,-999,"200558,7",100,16/05/2016 00:00,"15641,3","7,23%",,
