id,year,month,qmin,qmean,qmax,mer,mtpr,mror,viwv,vilw,viiw
45,1982,9,132700,153770,172700,-202419915.54269,255521691.7776,71894091.264636,73863072.059561,-594321.213625,-192459.047251
46,1982,10,100900,114693.548387097,131400,-212064726.435005,284728933.01108,74840157.707564,89505910.538861,-97378.545165,-198667.844468
47,1982,11,101000,103240,107100,-201709994.855383,400217845.48215,137432032.315158,207976803.469706,37526.789194,-311909.868256
48,1982,12,108600,120129.032258065,132000,-194364321.090464,486076227.16763,208919841.225914,295574604.573576,509255.741003,-547343.44549
49,1983,1,133300,142054.838709677,150200,-213874659.421447,358280875.034224,187264542.382128,162873773.076606,468637.805186,-23162.714503
50,1983,2,150800,154707.142857143,158200,-206112815.234548,435296408.822373,207820660.629315,233098506.284642,73826.58486,-285858.072984
51,1983,3,157500,160141.935483871,168400,-198189225.184962,482368418.810632,257264881.718309,284832160.924723,187171.708622,-604819.828892
52,1983,4,169700,178323.333333333,186200,-187493999.506887,456585976.032385,255325666.082778,268520988.258167,279990.046013,-356730.577789
53,1983,5,185400,189200,193800,-179310938.037386,340669211.603755,200618426.02291,163955920.831086,-467268.770574,-261436.661374
54,1983,6,184800,190823.333333333,193600,-165314461.30926,212630322.785759,122100841.709931,55572185.662725,-1483780.105379,131156.579358
55,1983,7,158200,172274.193548387,184200,-172830090.906629,183497242.444249,81042875.024495,14853134.786182,-1300829.784017,49804.724139
56,1983,8,114800,135822.580645161,157000,-183946237.606707,231396442.77627,83507598.796852,68566775.390473,-276871.00946,7671.035224
57,1983,9,98070,104078.666666667,113100,-203190675.203734,239309472.008166,76909124.850282,53678558.890923,-389391.58521,-61442.812752
58,1983,10,86740,92427.7419354839,99170,-207910073.349049,348379716.429277,94815239.723812,155185799.340839,-279894.014817,-546024.377267
59,1983,11,87240,94511.6666666667,101400,-209666914.761755,374705054.942934,117427630.623823,180317148.172108,-233134.819542,-482412.187612
60,1983,12,101900,109890.322580645,121600,-196479978.57276,471808262.328236,193119699.787315,275918015.633453,633620.135713,-609234.264509
61,1984,1,122600,136819.35483871,149500,-192974596.853315,505860390.921612,262535164.469108,311152562.460401,794158.422045,-670578.605457
62,1984,2,150100,160348.275862069,172100,-191857695.15437,529492255.463034,330425618.488154,345733081.859474,1090887.546283,-588976.346858
63,1984,3,173600,190122.580645161,203200,-193749140.833313,455314513.040252,282189305.60752,270830532.714924,736453.604312,-531891.87523
64,1984,4,204800,217460,231900,-172390819.074886,503626477.810561,331792291.231505,323113496.276606,703361.039523,-528840.613318
65,1984,5,232900,240893.548387097,244700,-166481168.436407,370330164.456301,266258911.654536,192664098.31092,473503.563947,-103824.351959
66,1984,6,228200,236543.333333333,242800,-159875953.332774,311054407.267757,207897515.463812,139634420.432242,-886293.857927,62392.989516
67,1984,7,210300,220977.419354839,228200,-166664028.419135,225651126.370914,128249710.590019,52302259.768163,-581041.417356,10838.221595
68,1984,8,173700,191838.709677419,209600,-181760535.084696,225021356.109104,99724044.298717,48231341.360276,-691700.18803,-157208.16584
69,1984,9,140000,155043.333333333,172800,-199679844.64224,294388081.084205,88887038.01949,112121252.206805,-351490.714607,-244727.511868
70,1984,10,110300,121512.903225806,138100,-211010860.083058,336838725.710485,94924931.136535,151895145.605425,301687.467024,-431611.793025
71,1984,11,108200,112716.666666667,117100,-204673524.394049,415970674.959258,139644364.564,218034071.136552,271304.866406,-477364.82031
72,1984,12,113900,121348.387096774,132200,-198954917.142166,451624161.798915,197949014.99634,267267487.941902,245029.583698,-611921.99634
73,1985,1,132800,150577.419354839,170500,-200892988.861083,393854241.705959,238366614.280992,193900536.589675,202074.107953,-131861.432725
74,1985,2,171600,178257.142857143,181000,-202785475.375361,418538664.370811,212755642.246989,227380308.246123,246272.632758,-221741.253614
75,1985,3,176500,180674.193548387,184400,-197746263.058493,434814958.351719,233776141.91088,247857426.575641,295100.701686,-414470.676149
76,1985,4,182700,184190,186200,-181571615.812619,428370061.581496,233286422.59861,247504304.400839,530850.195283,-486364.529156
77,1985,5,184700,197303.225806452,204700,-162773365.627164,431476529.168294,277153265.176059,261749262.744027,368733.407114,-299172.765457
78,1985,6,200100,202766.666666667,204800,-160251936.649912,308034276.612319,224873122.118983,128320244.708939,-857475.866712,-261846.011906
79,1985,7,183000,192090.322580645,199800,-165286166.78583,280291635.766854,155940123.575604,110978552.599255,-793446.122363,-297321.620633
80,1985,8,160400,170712.903225806,182700,-181743403.327885,261907297.550398,115336634.724036,79548809.969038,-383190.905693,-96953.519976
81,1985,9,136500,148716.666666667,160000,-204087383.017737,288051432.826508,97421277.143406,94715484.554795,-61593.973847,-144091.437524
82,1985,10,117200,123980.64516129,135800,-214332987.034141,324528430.914085,98282863.844433,126582527.472231,59696.284616,-323317.086455
83,1985,11,115600,117106.666666667,120000,-205626053.113669,428133369.671077,146043044.239527,222811599.570158,81260.620228,-714438.280909
84,1985,12,116100,129080.64516129,142600,-199539280.782875,429986727.943168,209702793.434826,228632024.720356,328489.978788,-484687.455545
85,1986,1,143300,149561.290322581,153900,-190980435.865131,487642144.473558,274448050.771266,294148123.838693,896932.923582,-462695.200744
86,1986,2,154500,163400,173800,-191736855.613002,556398079.449749,332411154.857101,367978743.168868,1186949.322595,-907007.062329
87,1986,3,175200,190141.935483871,206500,-188816467.511101,531913294.355121,352816274.009774,339743708.625753,782576.984025,-954573.930227
88,1986,4,208400,218883.333333333,230500,-185983208.837038,438795984.8123,292210599.793482,244561257.089137,529131.322597,-370234.255138
89,1986,5,231200,234745.161290323,238100,-167965416.014147,401652341.402683,240454248.366697,237321933.868235,233049.03817,-436118.184677
90,1986,6,233200,234100,235200,-159136424.524961,310949983.30361,229795606.035149,148288204.055245,-507603.527786,78834.666747
91,1986,7,223800,230322.580645161,233100,-160067970.17739,271088136.157985,182543520.952912,102055883.294122,-1170799.763611,-145423.033612
92,1986,8,185300,206677.419354839,222900,-184767952.631212,229363140.798002,83935471.837128,64591503.014883,-949614.017619,-243565.085546
93,1986,9,141100,162666.666666667,183100,-197488224.843443,338976877.120768,108415665.704005,160857416.120575,-411913.860231,-223853.166053
94,1986,10,129900,132767.741935484,140200,-207201563.57879,354240940.277406,150478432.707631,156128665.345079,-125527.680077,-214995.056686
95,1986,11,131600,135853.333333333,139000,-208830785.034222,396026442.927342,157755798.237191,196872987.089397,204455.937812,-505236.606961
96,1986,12,139800,145445.161290323,150300,-207482974.550104,421276673.222666,189804441.622778,230371768.899232,220092.464307,-423645.191558
97,1987,1,151000,157861.290322581,164900,-197354562.329357,474653198.649533,253156149.394549,292892744.060764,719905.952111,-562667.379459
98,1987,2,165600,172485.714285714,183000,-199645657.803002,485711972.95629,280633269.497838,295216275.542117,301657.244619,-376052.474862
99,1987,3,184200,196703.225806452,209600,-207355033.843511,394080779.803316,219403626.831372,185650923.742629,229600.269743,-364678.778057
100,1987,4,209900,216813.333333333,226200,-182536007.190635,513407614.954015,288553773.56704,330647710.532913,607329.449734,-550118.735592
101,1987,5,227400,230267.741935484,231900,-173642753.939006,318417429.586022,223747257.777108,136279602.845101,-774022.366171,-143058.654514
102,1987,6,215400,222683.333333333,228500,-163550132.540156,280855898.199839,152103442.255904,115317972.277353,-960452.773876,-179148.109763
103,1987,7,185000,200851.612903226,214600,-170885017.946461,221006952.700891,116196865.725516,47797189.11043,-640544.095625,-47883.736696
104,1987,8,148800,165977.419354839,184600,-183875248.030263,218033631.01653,88982001.55224,50234370.222796,-483127.482864,-87456.385173
105,1987,9,112000,129573.333333333,146800,-203775011.394381,300242586.385824,92037347.820964,112816691.597267,-182876.918598,-135583.631914
106,1987,10,93910,100486.451612903,110600,-216974438.359796,327475267.542331,103319656.384956,131583244.531617,-192207.919815,-427380.315501
107,1987,11,93520,96728.6666666667,101400,-211693051.369166,420109285.367951,138487869.776206,217213949.246434,201130.663399,-447034.38073
108,1987,12,101100,111096.774193548,122600,-201481076.705303,457813742.6925,190712769.133346,271796465.855739,72444.722267,-616353.954096
109,1988,1,123100,135522.580645161,148400,-197478832.875331,478302748.816915,252677011.820233,284334834.637426,438685.1725,-592181.743254
110,1988,2,149200,161472.413793103,176200,-196343385.690559,525915666.477382,333413794.480244,332374394.484922,290843.073786,-515868.90624
111,1988,3,177300,191500,200000,-202282399.101223,428998490.675116,252214574.57256,232216429.293104,68461.796619,-384788.4589
112,1988,4,199500,205110,209700,-179200231.792222,501623777.128132,289554422.845181,317434475.441614,776295.896141,-588774.769643
113,1988,5,211400,223903.225806452,228600,-158554700.2101,452089822.540711,329362013.997525,283993322.854533,-218136.347163,-56951.103494
114,1988,6,226800,228936.666666667,230800,-157640323.704084,280779407.722407,205393724.722888,108986034.959632,-406565.252518,-69041.206749
115,1988,7,204400,216912.903225806,226700,-162749989.735927,239837000.258432,167352478.207899,61188889.0498,-1373666.731031,102218.925842
116,1988,8,164900,184906.451612903,203800,-182531853.457281,169570533.77902,85117173.369973,-18929098.313614,-396083.854579,23285.573128
117,1988,9,112200,136590,163500,-204195987.779354,264581729.086604,76140162.47012,79866202.671075,-548798.949172,-52277.688726
118,1988,10,93730,98140.9677419355,110500,-215662740.299791,311539877.892088,80292831.153655,123538791.560471,-91970.124951,-458542.14548
119,1988,11,95390,100245,109300,-202086040.560917,438765115.131654,140330371.762627,246371347.642715,322980.166128,-561723.243978
120,1988,12,110100,125722.580645161,139300,-195747395.858023,490795144.930097,197886825.040076,291685131.437759,636490.440159,-929362.182892
121,1989,1,139500,146300,154400,-189363718.254196,529265371.509634,296621265.898801,345710880.650648,618287.569237,-583891.922318
122,1989,2,154900,175557.142857143,197800,-190099490.261288,547408934.02806,358837835.333631,358394386.639545,829254.479745,-661613.48267
123,1989,3,198800,217400,234500,-184297220.878954,546327473.527663,364227817.939535,353568888.671731,1207571.676183,-1103951.191327
124,1989,4,235700,249593.333333333,258700,-177955859.63556,483726782.052738,327158896.816821,306642436.060573,569048.81302,-541743.135056
125,1989,5,258400,266435.483870968,272300,-157474576.600262,466465900.525978,364396286.047206,291606989.502963,73450.103092,-377577.270462
126,1989,6,266700,271196.666666667,274400,-154914861.373174,371825052.090657,259319845.88581,207517155.981046,-25187.263215,-360058.506883
127,1989,7,246500,257503.225806452,266600,-167482363.119118,222351089.342166,137364534.163863,54886328.229682,-836586.260756,-150569.782931
128,1989,8,207800,227083.870967742,245200,-187040893.038865,238005924.397064,91448687.291558,63073958.412987,-292478.0508,-136939.790423
129,1989,9,158800,182383.333333333,205900,-205087728.692123,245076763.822839,72276187.695079,49707791.787277,-689844.954431,-66890.899792
130,1989,10,123900,136329.032258065,157000,-208073227.410097,363859966.76166,108082872.652111,176413221.682954,50684.327478,-370287.387854
131,1989,11,124000,129480,133900,-213375180.852967,369395449.291774,130150345.726886,162307864.005343,-25258.839116,-721056.12495
132,1989,12,127800,129277.419354839,133500,-209713017.098339,373445033.14799,142043050.645128,164726747.333104,-71029.327288,-408320.447085
133,1990,1,122100,125103.225806452,132800,-195344033.972228,537701884.751653,239488960.141558,358317338.155667,719382.703929,-758863.690803
134,1990,2,134100,151160.714285714,172900,-202003294.827655,499486108.075845,304066546.680828,286052186.426494,273906.845592,-878084.68649
135,1990,3,174400,194151.612903226,208400,-198176079.112545,492540424.932978,286070471.174468,307182124.667953,281243.349763,-910907.38785
136,1990,4,208700,215663.333333333,225200,-186012082.796142,444083194.551946,278349596.547893,257052347.24425,577046.178586,-474091.208143
137,1990,5,225900,230096.774193548,233000,-171026270.335766,391520468.557475,245132881.257935,218010382.454145,-607015.116443,-359998.15207
138,1990,6,227100,229890,233700,-159349181.267602,350010397.226175,221458022.040761,190825486.649205,-897860.95815,-234651.796682
139,1990,7,208500,217635.483870968,227000,-167844033.963112,250669943.535505,152121177.440378,77984358.974537,-1124313.004378,-27944.575678
140,1990,8,173300,192254.838709677,207400,-186690090.173725,212431677.924946,90017624.796721,46574365.234764,-677948.562907,-113144.212151
141,1990,9,129600,152636.666666667,172000,-207143886.749887,255847484.775653,74821700.115631,65136964.027974,-484956.078046,-180608.919498
