time,WGS84,lwe_thickness
2020-04-16,0,98650795074.25473
2020-05-16,0,4103245677.679886
2020-06-16,0,-24684220294.7536
2020-07-16,0,-81280114914.02524
2020-08-16,0,-168798788421.15775
2020-09-16,0,-258653874714.46408
2020-10-16,0,-331036401634.0445
2020-11-16,0,-322578015679.78973
2020-12-16,0,-189512906238.87006
2021-01-16,0,-79459673180.35413
2021-02-15,0,-5645565298.719177
2021-03-16,0,-37021574689.253654
2021-04-16,0,-81110263801.08707
2021-05-16,0,-118044187351.64987
2021-06-16,0,-134200428453.46904
2021-07-16,0,-218247875551.50983
2021-08-16,0,-347498411032.2522
2021-09-16,0,-423999465556.75275
2021-10-16,0,-336441176999.5854
2021-11-16,0,-272540504383.0555
2021-12-16,0,-246576987572.46387
2022-01-16,0,-197183301410.75952
2022-02-15,0,-80777294259.3807
2022-03-16,0,-29115507055.37554
2022-04-16,0,15198941346.688492
2022-05-16,0,-104099360367.35207
2022-06-16,0,-133285656688.04987
2022-07-16,0,-213218974993.54544
2022-08-16,0,-284653128692.87915
2022-09-16,0,-324205278277.9166
2022-10-16,0,-230320685558.6574
2022-11-16,0,-282926861125.4763
2022-12-16,0,-266107922551.92563
2023-01-16,0,-111442789333.117
2023-02-15,0,-31862219941.329544
2023-03-16,0,140961869219.18738
2023-04-16,0,155032101693.73676
2023-05-16,0,113097358580.24014
2023-06-16,0,44341005116.602295
2023-07-16,0,-98043063638.83435
2023-08-16,0,-180509239268.2771
2023-09-16,0,-167491581484.5601
