time,WGS84,lwe_thickness
2020-03-17,0,348522962200.7759
2020-04-16,0,663664313708.3354
2020-05-17,0,818037754831.4462
2020-06-16,0,629068563303.5114
2020-07-17,0,299851957843.856
2020-08-17,0,-301366794972.20386
2020-09-16,0,-821693533488.5483
2020-10-17,0,-1008679979048.4298
2020-11-16,0,-980341154754.3192
2020-12-17,0,-495531063719.30066
2021-01-17,0,64228069199.41377
2021-02-15,0,484590324836.92175
2021-03-17,0,838718786072.0581
2021-04-16,0,1180564985798.1814
2021-05-17,0,1202936059551.8518
2021-06-16,0,1016757439476.445
2021-07-17,0,507002033787.3494
2021-08-17,0,-130160982803.87442
2021-09-16,0,-597906190705.8375
2021-10-17,0,-766649254896.3743
2021-11-16,0,-522208940509.6448
2021-12-17,0,-110889824921.73277
2022-01-17,0,83840654187.78078
2022-02-15,0,321477944695.23376
2022-03-17,0,853941867256.5281
2022-04-16,0,1247860091767.5332
2022-05-17,0,1135384147004.0308
2022-06-16,0,933137848224.2966
2022-07-17,0,430318226219.2234
2022-08-17,0,-134740175960.4195
2022-09-16,0,-606417091395.1082
2022-10-17,0,-845907401737.0278
2022-11-16,0,-844040660527.2446
2022-12-17,0,-699785749147.8721
2023-01-17,0,-253857604749.65607
2023-02-15,0,143857078377.03668
2023-03-17,0,628778605861.7405
2023-04-16,0,881296267368.2029
2023-05-17,0,943667881642.7955
2023-06-16,0,665059360761.4594
2023-07-17,0,128840388834.83957
2023-08-17,0,-506389955299.9419
2023-09-16,0,-896843950734.7323
