time,WGS84,lwe_thickness
2020-02-16,0,113683577173.86241
2020-03-17,0,164773109466.75757
2020-04-16,0,163515807093.5828
2020-05-17,0,55631616104.97727
2020-06-16,0,-35361337165.62789
2020-07-17,0,-92239973006.18738
2020-08-17,0,-87878062498.55023
2020-09-16,0,-54219164045.285
2020-10-17,0,3463530931.3892403
2020-11-16,0,56569248816.98744
2020-12-17,0,88575863470.50844
2021-01-17,0,110462733798.8616
2021-02-15,0,128436619194.64275
2021-03-17,0,178109870874.27582
2021-04-16,0,190656985182.75803
2021-05-17,0,192766834695.37357
2021-06-16,0,86533243180.68542
2021-07-17,0,20905613713.90079
2021-08-17,0,-26475441809.1465
2021-09-16,0,-21500805160.139267
2021-10-17,0,-26698456395.37408
2021-11-16,0,58352655697.44995
2021-12-17,0,96650581095.07216
2022-01-17,0,124602083730.98541
2022-02-15,0,111697488148.97879
2022-03-17,0,175289949159.43253
2022-04-16,0,189290592642.57272
2022-05-17,0,136342882180.1101
2022-06-16,0,-27668873503.06344
2022-07-17,0,-64980067443.867714
2022-08-17,0,-22377771381.845383
2022-09-16,0,-26116065933.587254
2022-10-17,0,2549385449.425146
2022-11-16,0,-14971035284.086021
2022-12-17,0,43164978417.101715
2023-01-17,0,84489552440.73058
2023-02-15,0,150204674020.77573
2023-03-17,0,179115216867.59
2023-04-16,0,199027129750.01492
2023-05-17,0,223013087753.34293
2023-06-16,0,88717396324.32605
2023-07-17,0,-20231113015.42843
2023-08-17,0,-24087154925.362064
2023-09-16,0,-44081297714.90744
